year,category,motivation,fullName,gender,Question,Answer
1961,physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,Rudolf Mossbauer,male,Who won a Nobel Prize for physics in 1961?,Rudolf Mossbauer won a Nobel Prize for physics in 1961 for for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name
1961,peace,for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter,Dag Hammarskjld,male,Who won a Nobel Prize for peace in 1961?,Dag Hammarskjld won a Nobel Prize for peace in 1961 for for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter
1961,literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,Ivo Andric,male,Who won a Nobel Prize for literature in 1961?,Ivo Andric won a Nobel Prize for literature in 1961 for for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country
1961,chemistry,for his research on the carbon dioxide assimilation in plants,Melvin Calvin,male,Who won a Nobel Prize for chemistry in 1961?,Melvin Calvin won a Nobel Prize for chemistry in 1961 for for his research on the carbon dioxide assimilation in plants
1961,physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,Robert Hofstadter,male,Who won a Nobel Prize for physics in 1961?,Robert Hofstadter won a Nobel Prize for physics in 1961 for for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons
1960,literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,Saint-John Perse,male,Who won a Nobel Prize for literature in 1960?,Saint-John Perse won a Nobel Prize for literature in 1960 for for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time
1960,peace,for his non-violent struggle against apartheid,Albert Lutuli,male,Who won a Nobel Prize for peace in 1960?,Albert Lutuli won a Nobel Prize for peace in 1960 for for his non-violent struggle against apartheid
1960,medicine,for discovery of acquired immunological tolerance,Peter Medawar,male,Who won a Nobel Prize for medicine in 1960?,Peter Medawar won a Nobel Prize for medicine in 1960 for for discovery of acquired immunological tolerance
1960,medicine,for discovery of acquired immunological tolerance,Sir Frank Macfarlane Burnet,male,Who won a Nobel Prize for medicine in 1960?,Sir Frank Macfarlane Burnet won a Nobel Prize for medicine in 1960 for for discovery of acquired immunological tolerance
1960,chemistry,for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science,Willard F. Libby,male,Who won a Nobel Prize for chemistry in 1960?,Willard F. Libby won a Nobel Prize for chemistry in 1960 for for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science
1960,physics,for the invention of the bubble chamber,Donald A. Glaser,male,Who won a Nobel Prize for physics in 1960?,Donald A. Glaser won a Nobel Prize for physics in 1960 for for the invention of the bubble chamber
1959,literature,for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times,Salvatore Quasimodo,male,Who won a Nobel Prize for literature in 1959?,Salvatore Quasimodo won a Nobel Prize for literature in 1959 for for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times
1959,peace,for his longstanding contribution to the cause of disarmament and peace,Philip Noel-Baker,male,Who won a Nobel Prize for peace in 1959?,Philip Noel-Baker won a Nobel Prize for peace in 1959 for for his longstanding contribution to the cause of disarmament and peace
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Arthur Kornberg,male,Who won a Nobel Prize for medicine in 1959?,Arthur Kornberg won a Nobel Prize for medicine in 1959 for for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,Severo Ochoa,male,Who won a Nobel Prize for medicine in 1959?,Severo Ochoa won a Nobel Prize for medicine in 1959 for for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
1959,chemistry,for his discovery and development of the polarographic methods of analysis,Jaroslav Heyrovsky,male,Who won a Nobel Prize for chemistry in 1959?,Jaroslav Heyrovsky won a Nobel Prize for chemistry in 1959 for for his discovery and development of the polarographic methods of analysis
1959,physics,for their discovery of the antiproton,Owen Chamberlain,male,Who won a Nobel Prize for physics in 1959?,Owen Chamberlain won a Nobel Prize for physics in 1959 for for their discovery of the antiproton
1959,physics,for their discovery of the antiproton,Emilio Segre,male,Who won a Nobel Prize for physics in 1959?,Emilio Segre won a Nobel Prize for physics in 1959 for for their discovery of the antiproton
1958,physics,for the discovery and the interpretation of the Cherenkov effect,Il'ja M. Frank,male,Who won a Nobel Prize for physics in 1958?,Il'ja M. Frank won a Nobel Prize for physics in 1958 for for the discovery and the interpretation of the Cherenkov effect
1958,literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,Boris Pasternak,male,Who won a Nobel Prize for literature in 1958?,Boris Pasternak won a Nobel Prize for literature in 1958 for for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition
1958,peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,Georges Pire,male,Who won a Nobel Prize for peace in 1958?,Georges Pire won a Nobel Prize for peace in 1958 for for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
